sensor1,sensor2,time_x,speedSet,load_value,gear_fault_desc
0.5803569800269628,0.5829382483241403,113.94,8.33203125,0,1
0.6205355719609713,0.5781989017120424,113.94,8.33203125,0,1
0.5937498530645655,0.5450235619876054,113.94,8.33203125,0,1
0.6205355719609713,0.5545022263583945,113.94,8.33203125,0,1
0.6339284178197744,0.5734595839533654,113.94,8.33203125,0,1
0.5892855711116454,0.5450235619876054,113.94,8.33203125,0,1
0.5892855711116454,0.5402842153755074,113.94,8.33203125,0,1
0.5669641341681597,0.5592415729704783,113.94,8.33203125,0,1
0.6071426989233686,0.5924169126949295,113.94,8.33203125,0,1
0.6116069808763029,0.5545022263583945,113.94,8.33203125,0,1
0.6339284178197744,0.5118481934097474,113.94,8.33203125,0,1
0.6160712628292373,0.5734595839533654,113.94,8.33203125,0,1
0.6339284178197744,0.5971562593070274,113.94,8.33203125,0,1
0.5714284161211083,0.5497628797462824,113.94,8.33203125,0,1
0.5446426972247025,0.5876775949362525,113.94,8.33203125,0,1
0.6026784169704484,0.6635069964627434,113.94,8.33203125,0,1
0.6473212908573771,0.5545022263583945,113.94,8.33203125,0,1
0.6205355719609713,0.5829382483241403,113.94,8.33203125,0,1
0.5624998522152396,0.5545022263583945,113.94,8.33203125,0,1
0.5491069791776368,0.5876775949362525,113.94,8.33203125,0,1
0.5714284161211083,0.6066349236778024,113.94,8.33203125,0,1
0.6249998539139057,0.5639808907291695,113.94,8.33203125,0,1
0.6160712628292373,0.5260662043926203,113.94,8.33203125,0,1
0.5624998522152396,0.5402842153755074,113.94,8.33203125,0,1
0.6339284178197744,0.5687202373412674,113.94,8.33203125,0,1
0.6205355719609713,0.5165875400218454,113.94,8.33203125,0,1
0.6116069808763029,0.5497628797462824,113.94,8.33203125,0,1
0.5758926980740426,0.4976301824268745,113.94,8.33203125,0,1
0.6205355719609713,0.5355448687634095,113.94,8.33203125,0,1
0.5803569800269628,0.5118481934097474,113.94,8.33203125,0,1
0.6160712628292373,0.5639808907291695,113.94,8.33203125,0,1
0.5803569800269628,0.5355448687634095,113.94,8.33203125,0,1
0.5803569800269628,0.5450235619876054,113.94,8.33203125,0,1
0.5848212619798971,0.5355448687634095,113.94,8.33203125,0,1
0.5357141333188338,0.6066349236778024,113.94,8.33203125,0,1
0.5535712611305712,0.5924169126949295,113.94,8.33203125,0,1
0.6071426989233686,0.5971562593070274,113.94,8.33203125,0,1
0.5669641341681597,0.5545022263583945,113.94,8.33203125,0,1
0.5848212619798971,0.5781989017120424,113.94,8.33203125,0,1
0.5758926980740426,0.5876775949362525,113.94,8.33203125,0,1
0.6249998539139057,0.5545022263583945,113.94,8.33203125,0,1
0.5624998522152396,0.5781989017120424,113.94,8.33203125,0,1
0.5535712611305712,0.5829382483241403,113.94,8.33203125,0,1
0.5848212619798971,0.5924169126949295,113.94,8.33203125,0,1
0.5624998522152396,0.5829382483241403,113.94,8.33203125,0,1
0.5892855711116454,0.5260662043926203,113.94,8.33203125,0,1
0.5669641341681597,0.5829382483241403,113.94,8.33203125,0,1
0.5357141333188338,0.5829382483241403,113.94,8.33203125,0,1
0.5803569800269628,0.5687202373412674,113.94,8.33203125,0,1
0.5669641341681597,0.6018956059191254,113.94,8.33203125,0,1
0.5937498530645655,0.5829382483241403,113.94,8.33203125,0,1
0.5848212619798971,0.5497628797462824,113.94,8.33203125,0,1
0.5758926980740426,0.6113742702899145,113.94,8.33203125,0,1
0.6205355719609713,0.5118481934097474,113.94,8.33203125,0,1
0.5714284161211083,0.5687202373412674,113.94,8.33203125,0,1
0.5803569800269628,0.6255922812727874,113.94,8.33203125,0,1
0.6160712628292373,0.5545022263583945,113.94,8.33203125,0,1
0.6116069808763029,0.5071088756510704,113.94,8.33203125,0,1
0.5937498530645655,0.5497628797462824,113.94,8.33203125,0,1
0.5982141350174999,0.5924169126949295,113.94,8.33203125,0,1
0.5803569800269628,0.5781989017120424,113.94,8.33203125,0,1
0.6116069808763029,0.5165875400218454,113.94,8.33203125,0,1
0.5848212619798971,0.5450235619876054,113.94,8.33203125,0,1
0.6249998539139057,0.5402842153755074,113.94,8.33203125,0,1
0.5669641341681597,0.5687202373412674,113.94,8.33203125,0,1
0.5580355430834913,0.5592415729704783,113.94,8.33203125,0,1
0.5982141350174999,0.5734595839533654,113.94,8.33203125,0,1
0.6428569817256431,0.5971562593070274,113.94,8.33203125,0,1
0.6116069808763029,0.5876775949362525,113.94,8.33203125,0,1
0.5937498530645655,0.5118481934097474,113.94,8.33203125,0,1
0.5714284161211083,0.5876775949362525,113.94,8.33203125,0,1
0.6339284178197744,0.5450235619876054,113.94,8.33203125,0,1
0.5892855711116454,0.6066349236778024,113.94,8.33203125,0,1
0.5535712611305712,0.5876775949362525,113.94,8.33203125,0,1
0.6249998539139057,0.6350709456435624,113.94,8.33203125,0,1
0.6428569817256431,0.5497628797462824,113.94,8.33203125,0,1
0.6383926997727087,0.5639808907291695,113.94,8.33203125,0,1
0.6071426989233686,0.5876775949362525,113.94,8.33203125,0,1
0.5669641341681597,0.6161136169019983,113.94,8.33203125,0,1
0.6294641358668542,0.5781989017120424,113.94,8.33203125,0,1
0.6026784169704484,0.5924169126949295,113.94,8.33203125,0,1
0.6383926997727087,0.5971562593070274,113.94,8.33203125,0,1
0.5267855422341654,0.6066349236778024,113.94,8.33203125,0,1
0.5535712611305712,0.5497628797462824,113.94,8.33203125,0,1
0.6205355719609713,0.6113742702899145,113.94,8.33203125,0,1
0.6205355719609713,0.5308055510047325,113.94,8.33203125,0,1
0.6071426989233686,0.5639808907291695,113.94,8.33203125,0,1
0.5848212619798971,0.5687202373412674,113.94,8.33203125,0,1
0.5491069791776368,0.5639808907291695,113.94,8.33203125,0,1
0.6160712628292373,0.5687202373412674,113.94,8.33203125,0,1
0.5535712611305712,0.5545022263583945,113.94,8.33203125,0,1
0.6607141367161802,0.5639808907291695,113.94,8.33203125,0,1
0.6205355719609713,0.5592415729704783,113.94,8.33203125,0,1
0.5580355430834913,0.6018956059191254,113.94,8.33203125,0,1
0.6026784169704484,0.5497628797462824,113.94,8.33203125,0,1
0.6517855728103115,0.5829382483241403,113.94,8.33203125,0,1
0.5982141350174999,0.5687202373412674,113.94,8.33203125,0,1
0.5982141350174999,0.5876775949362525,113.94,8.33203125,0,1
0.6383926997727087,0.5165875400218454,113.94,8.33203125,0,1
0.5982141350174999,0.5781989017120424,113.94,8.33203125,0,1
0.6294641358668542,0.5924169126949295,113.94,8.33203125,0,1
0.6249998539139057,0.4976301824268745,113.94,8.33203125,0,1
0.6026784169704484,0.5402842153755074,113.94,8.33203125,0,1
0.6428569817256431,0.5829382483241403,113.94,8.33203125,0,1
0.6696427278008485,0.5213268866339433,113.94,8.33203125,0,1
0.5892855711116454,0.6255922812727874,113.94,8.33203125,0,1
0.5669641341681597,0.5450235619876054,113.94,8.33203125,0,1
0.6026784169704484,0.6018956059191254,113.94,8.33203125,0,1
0.6294641358668542,0.5308055510047325,113.94,8.33203125,0,1
0.6026784169704484,0.5971562593070274,113.94,8.33203125,0,1
0.5937498530645655,0.6018956059191254,113.94,8.33203125,0,1
0.6160712628292373,0.6018956059191254,113.94,8.33203125,0,1
0.5848212619798971,0.5545022263583945,113.94,8.33203125,0,1
0.6383926997727087,0.5781989017120424,113.94,8.33203125,0,1
0.6517855728103115,0.5545022263583945,113.94,8.33203125,0,1
0.5580355430834913,0.6113742702899145,113.94,8.33203125,0,1
0.5580355430834913,0.5971562593070274,113.94,8.33203125,0,1
0.6607141367161802,0.5402842153755074,113.94,8.33203125,0,1
0.6026784169704484,0.5639808907291695,113.94,8.33203125,0,1
0.5937498530645655,0.5545022263583945,113.94,8.33203125,0,1
0.6517855728103115,0.5213268866339433,113.94,8.33203125,0,1
0.6473212908573771,0.5118481934097474,113.94,8.33203125,0,1
0.5714284161211083,0.5545022263583945,113.94,8.33203125,0,1
0.5714284161211083,0.5924169126949295,113.94,8.33203125,0,1
0.6249998539139057,0.5829382483241403,113.94,8.33203125,0,1
0.6160712628292373,0.6113742702899145,113.94,8.33203125,0,1
0.6383926997727087,0.5450235619876054,113.94,8.33203125,0,1
0.6071426989233686,0.4928908646681833,113.94,8.33203125,0,1
0.6205355719609713,0.5734595839533654,113.94,8.33203125,0,1
0.6428569817256431,0.5781989017120424,113.94,8.33203125,0,1
0.6651784186691145,0.5924169126949295,113.94,8.33203125,0,1
0.5714284161211083,0.5971562593070274,113.94,8.33203125,0,1
0.65624985476326,0.5734595839533654,113.94,8.33203125,0,1
0.6383926997727087,0.5687202373412674,113.94,8.33203125,0,1
0.6607141367161802,0.5213268866339433,113.94,8.33203125,0,1
0.6473212908573771,0.5924169126949295,113.94,8.33203125,0,1
0.65624985476326,0.5781989017120424,113.94,8.33203125,0,1
0.6205355719609713,0.6208529346606895,113.94,8.33203125,0,1
0.7008927286501887,0.5497628797462824,113.94,8.33203125,0,1
0.5758926980740426,0.5450235619876054,113.94,8.33203125,0,1
0.6205355719609713,0.6161136169019983,113.94,8.33203125,0,1
0.6205355719609713,0.6018956059191254,113.94,8.33203125,0,1
0.6249998539139057,0.5876775949362525,113.94,8.33203125,0,1
0.6249998539139057,0.5971562593070274,113.94,8.33203125,0,1
0.6294641358668542,0.5876775949362525,113.94,8.33203125,0,1
0.6517855728103115,0.5971562593070274,113.94,8.33203125,0,1
0.5535712611305712,0.5971562593070274,113.94,8.33203125,0,1
0.6428569817256431,0.5213268866339433,113.94,8.33203125,0,1
0.6205355719609713,0.5450235619876054,113.94,8.33203125,0,1
0.5758926980740426,0.5829382483241403,113.94,8.33203125,0,1
0.5758926980740426,0.5924169126949295,113.94,8.33203125,0,1
0.6339284178197744,0.5260662043926203,113.94,8.33203125,0,1
0.5669641341681597,0.5781989017120424,113.94,8.33203125,0,1
0.6205355719609713,0.5260662043926203,113.94,8.33203125,0,1
0.65624985476326,0.5260662043926203,113.94,8.33203125,0,1
0.6428569817256431,0.5639808907291695,113.94,8.33203125,0,1
0.6383926997727087,0.5355448687634095,113.94,8.33203125,0,1
0.5714284161211083,0.5402842153755074,113.94,8.33203125,0,1
0.6071426989233686,0.5781989017120424,113.94,8.33203125,0,1
0.6294641358668542,0.5971562593070274,113.94,8.33203125,0,1
0.5714284161211083,0.5592415729704783,113.94,8.33203125,0,1
0.5803569800269628,0.5924169126949295,113.94,8.33203125,0,1
0.6205355719609713,0.5924169126949295,113.94,8.33203125,0,1
0.65624985476326,0.6255922812727874,113.94,8.33203125,0,1
0.6294641358668542,0.5639808907291695,113.94,8.33203125,0,1
0.5937498530645655,0.5592415729704783,113.94,8.33203125,0,1
0.6294641358668542,0.5592415729704783,113.94,8.33203125,0,1
0.5580355430834913,0.5924169126949295,113.94,8.33203125,0,1
0.5803569800269628,0.5402842153755074,113.94,8.33203125,0,1
0.5982141350174999,0.5592415729704783,113.94,8.33203125,0,1
0.6026784169704484,0.5781989017120424,113.94,8.33203125,0,1
0.6383926997727087,0.5402842153755074,113.94,8.33203125,0,1
0.5892855711116454,0.5165875400218454,113.94,8.33203125,0,1
0.5982141350174999,0.5402842153755074,113.94,8.33203125,0,1
0.5758926980740426,0.5355448687634095,113.94,8.33203125,0,1
0.5535712611305712,0.5165875400218454,113.94,8.33203125,0,1
0.6249998539139057,0.6208529346606895,113.94,8.33203125,0,1
0.6071426989233686,0.5260662043926203,113.94,8.33203125,0,1
0.5446426972247025,0.5924169126949295,113.94,8.33203125,0,1
0.5937498530645655,0.5876775949362525,113.94,8.33203125,0,1
0.5401784152717539,0.5165875400218454,113.94,8.33203125,0,1
0.6026784169704484,0.5308055510047325,113.94,8.33203125,0,1
0.5803569800269628,0.5876775949362525,113.94,8.33203125,0,1
0.5758926980740426,0.5497628797462824,113.94,8.33203125,0,1
0.5357141333188338,0.5639808907291695,113.94,8.33203125,0,1
0.6205355719609713,0.5876775949362525,113.94,8.33203125,0,1
0.6249998539139057,0.6066349236778024,113.94,8.33203125,0,1
0.5848212619798971,0.5829382483241403,113.94,8.33203125,0,1
0.5803569800269628,0.6018956059191254,113.94,8.33203125,0,1
0.5535712611305712,0.5355448687634095,113.94,8.33203125,0,1
0.5401784152717539,0.6018956059191254,113.94,8.33203125,0,1
0.6383926997727087,0.5734595839533654,113.94,8.33203125,0,1
0.4910712594318909,0.5829382483241403,113.94,8.33203125,0,1
0.5937498530645655,0.5924169126949295,113.94,8.33203125,0,1
0.6294641358668542,0.6018956059191254,113.94,8.33203125,0,1
0.6294641358668542,0.5829382483241403,113.94,8.33203125,0,1
0.5669641341681597,0.6066349236778024,113.94,8.33203125,0,1
0.5892855711116454,0.5829382483241403,113.94,8.33203125,0,1
0.6294641358668542,0.6303316278848854,113.94,8.33203125,0,1
0.5580355430834913,0.5781989017120424,113.94,8.33203125,0,1
0.6116069808763029,0.5971562593070274,113.94,8.33203125,0,1
0.5714284161211083,0.5734595839533654,113.94,8.33203125,0,1
0.5714284161211083,0.5355448687634095,113.94,8.33203125,0,1
0.5714284161211083,0.6445496388677583,113.94,8.33203125,0,1
0.5758926980740426,0.5734595839533654,113.94,8.33203125,0,1
0.5267855422341654,0.5781989017120424,113.94,8.33203125,0,1
0.5892855711116454,0.6445496388677583,113.94,8.33203125,0,1
0.5491069791776368,0.6018956059191254,113.94,8.33203125,0,1
0.5937498530645655,0.6066349236778024,113.94,8.33203125,0,1
0.5758926980740426,0.6303316278848854,113.94,8.33203125,0,1
0.5937498530645655,0.5971562593070274,113.94,8.33203125,0,1
0.5982141350174999,0.5355448687634095,113.94,8.33203125,0,1
0.5624998522152396,0.6208529346606895,113.94,8.33203125,0,1
0.5580355430834913,0.5829382483241403,113.94,8.33203125,0,1
0.5758926980740426,0.5592415729704783,113.94,8.33203125,0,1
0.5758926980740426,0.6018956059191254,113.94,8.33203125,0,1
0.5133926963753623,0.5876775949362525,113.94,8.33203125,0,1
0.5178569783282967,0.5402842153755074,113.94,8.33203125,0,1
0.6160712628292373,0.6066349236778024,113.94,8.33203125,0,1
0.5892855711116454,0.5924169126949295,113.94,8.33203125,0,1
0.5535712611305712,0.5781989017120424,113.94,8.33203125,0,1
0.6339284178197744,0.6161136169019983,113.94,8.33203125,0,1
0.5982141350174999,0.6113742702899145,113.94,8.33203125,0,1
0.5758926980740426,0.5971562593070274,113.94,8.33203125,0,1
0.5803569800269628,0.6445496388677583,113.94,8.33203125,0,1
0.6339284178197744,0.5924169126949295,113.94,8.33203125,0,1
0.6651784186691145,0.5639808907291695,113.94,8.33203125,0,1
0.5848212619798971,0.5876775949362525,113.94,8.33203125,0,1
0.6160712628292373,0.5308055510047325,113.94,8.33203125,0,1
0.5758926980740426,0.5781989017120424,113.94,8.33203125,0,1
0.45982125858255074,0.5592415729704783,113.94,8.33203125,0,1
0.5892855711116454,0.6303316278848854,113.94,8.33203125,0,1
0.6249998539139057,0.5355448687634095,113.94,8.33203125,0,1
0.6383926997727087,0.5118481934097474,113.94,8.33203125,0,1
0.6741070097537829,0.5545022263583945,113.94,8.33203125,0,1
0.5580355430834913,0.5639808907291695,113.94,8.33203125,0,1
0.5803569800269628,0.6113742702899145,113.94,8.33203125,0,1
0.5848212619798971,0.6872036718164054,113.94,8.33203125,0,1
0.7008927286501887,0.5260662043926203,113.94,8.33203125,0,1
0.5580355430834913,0.6066349236778024,113.94,8.33203125,0,1
0.6607141367161802,0.5876775949362525,113.94,8.33203125,0,1
0.49553554138482525,0.6066349236778024,113.94,8.33203125,0,1
0.6249998539139057,0.5308055510047325,113.94,8.33203125,0,1
0.6026784169704484,0.6255922812727874,113.94,8.33203125,0,1
0.5803569800269628,0.5213268866339433,113.94,8.33203125,0,1
0.6607141367161802,0.6113742702899145,113.94,8.33203125,0,1
0.5937498530645655,0.5355448687634095,113.94,8.33203125,0,1
0.5669641341681597,0.6398102922556603,113.94,8.33203125,0,1
0.65624985476326,0.5402842153755074,113.94,8.33203125,0,1
0.6026784169704484,0.5260662043926203,113.94,8.33203125,0,1
0.5982141350174999,0.5260662043926203,113.94,8.33203125,0,1
0.5267855422341654,0.6303316278848854,113.94,8.33203125,0,1
0.5714284161211083,0.5450235619876054,113.94,8.33203125,0,1
0.6428569817256431,0.5260662043926203,113.94,8.33203125,0,1
0.5580355430834913,0.5734595839533654,113.94,8.33203125,0,1
0.6160712628292373,0.6208529346606895,113.94,8.33203125,0,1
0.6339284178197744,0.6540283032385332,113.94,8.33203125,0,1
0.6696427278008485,0.5450235619876054,113.94,8.33203125,0,1
0.6517855728103115,0.5639808907291695,113.94,8.33203125,0,1
0.6294641358668542,0.5497628797462824,113.94,8.33203125,0,1
0.6294641358668542,0.5355448687634095,113.94,8.33203125,0,1
0.6160712628292373,0.5829382483241403,113.94,8.33203125,0,1
0.6249998539139057,0.5260662043926203,113.94,8.33203125,0,1
0.6383926997727087,0.5260662043926203,113.94,8.33203125,0,1
0.6830355736596516,0.5260662043926203,113.94,8.33203125,0,1
0.5624998522152396,0.6255922812727874,113.94,8.33203125,0,1
0.5937498530645655,0.5165875400218454,113.94,8.33203125,0,1
0.6026784169704484,0.5355448687634095,113.94,8.33203125,0,1
0.6160712628292373,0.5355448687634095,113.94,8.33203125,0,1
0.5624998522152396,0.5213268866339433,113.94,8.33203125,0,1
0.6026784169704484,0.6113742702899145,113.94,8.33203125,0,1
0.5892855711116454,0.48815151805608537,113.94,8.33203125,0,1
0.5892855711116454,0.5355448687634095,113.94,8.33203125,0,1
0.5937498530645655,0.5308055510047325,113.94,8.33203125,0,1
0.6473212908573771,0.5971562593070274,113.94,8.33203125,0,1
0.6339284178197744,0.5829382483241403,113.94,8.33203125,0,1
0.6339284178197744,0.5402842153755074,113.94,8.33203125,0,1
0.6473212908573771,0.5260662043926203,113.94,8.33203125,0,1
0.5892855711116454,0.6018956059191254,113.94,8.33203125,0,1
0.6428569817256431,0.5355448687634095,113.94,8.33203125,0,1
0.6651784186691145,0.5308055510047325,113.94,8.33203125,0,1
0.6651784186691145,0.5592415729704783,113.94,8.33203125,0,1
0.5624998522152396,0.6113742702899145,113.94,8.33203125,0,1
0.6026784169704484,0.5687202373412674,113.94,8.33203125,0,1
0.5892855711116454,0.5687202373412674,113.94,8.33203125,0,1
0.5491069791776368,0.6161136169019983,113.94,8.33203125,0,1
0.5892855711116454,0.6113742702899145,113.94,8.33203125,0,1
0.6249998539139057,0.5592415729704783,113.94,8.33203125,0,1
0.5892855711116454,0.5781989017120424,113.94,8.33203125,0,1
0.5982141350174999,0.5639808907291695,113.94,8.33203125,0,1
0.5848212619798971,0.5734595839533654,113.94,8.33203125,0,1
0.6160712628292373,0.6161136169019983,113.94,8.33203125,0,1
0.6026784169704484,0.6066349236778024,113.94,8.33203125,0,1
0.5937498530645655,0.5781989017120424,113.94,8.33203125,0,1
0.6383926997727087,0.5876775949362525,113.94,8.33203125,0,1
0.6116069808763029,0.5829382483241403,113.94,8.33203125,0,1
0.6026784169704484,0.6161136169019983,113.94,8.33203125,0,1
0.5937498530645655,0.5734595839533654,113.94,8.33203125,0,1
0.5714284161211083,0.5781989017120424,113.94,8.33203125,0,1
0.5758926980740426,0.5308055510047325,113.94,8.33203125,0,1
0.6428569817256431,0.5592415729704783,113.94,8.33203125,0,1
0.6071426989233686,0.5402842153755074,113.94,8.33203125,0,1
0.5982141350174999,0.5497628797462824,113.94,8.33203125,0,1
0.6071426989233686,0.5734595839533654,113.94,8.33203125,0,1
0.6160712628292373,0.5592415729704783,113.94,8.33203125,0,1
0.5803569800269628,0.5971562593070274,113.94,8.33203125,0,1
0.5624998522152396,0.5734595839533654,113.94,8.33203125,0,1
0.6607141367161802,0.5734595839533654,113.94,8.33203125,0,1
0.6205355719609713,0.6066349236778024,113.94,8.33203125,0,1
0.6026784169704484,0.5876775949362525,113.94,8.33203125,0,1
0.5491069791776368,0.5734595839533654,113.94,8.33203125,0,1
0.6249998539139057,0.5165875400218454,113.94,8.33203125,0,1
0.6071426989233686,0.6208529346606895,113.94,8.33203125,0,1
0.5982141350174999,0.5308055510047325,113.94,8.33203125,0,1
0.5535712611305712,0.6066349236778024,113.94,8.33203125,0,1
0.5178569783282967,0.5924169126949295,113.94,8.33203125,0,1
0.5714284161211083,0.6208529346606895,113.94,8.33203125,0,1
0.6517855728103115,0.5260662043926203,113.94,8.33203125,0,1
0.5892855711116454,0.5213268866339433,113.94,8.33203125,0,1
0.6071426989233686,0.5355448687634095,113.94,8.33203125,0,1
0.5669641341681597,0.5497628797462824,113.94,8.33203125,0,1
0.5669641341681597,0.5639808907291695,113.94,8.33203125,0,1
0.6116069808763029,0.5924169126949295,113.94,8.33203125,0,1
0.5357141333188338,0.5450235619876054,113.94,8.33203125,0,1
0.6116069808763029,0.6350709456435624,113.94,8.33203125,0,1
0.5446426972247025,0.6587676498506454,113.94,8.33203125,0,1
0.6383926997727087,0.5829382483241403,113.94,8.33203125,0,1
0.5357141333188338,0.5876775949362525,113.94,8.33203125,0,1
0.6249998539139057,0.5924169126949295,113.94,8.33203125,0,1
0.6473212908573771,0.5592415729704783,113.94,8.33203125,0,1
0.5848212619798971,0.5308055510047325,113.94,8.33203125,0,1
0.6249998539139057,0.5118481934097474,113.94,8.33203125,0,1
0.5937498530645655,0.5071088756510704,113.94,8.33203125,0,1
0.5624998522152396,0.6066349236778024,113.94,8.33203125,0,1
0.5491069791776368,0.5165875400218454,113.94,8.33203125,0,1
0.5937498530645655,0.4976301824268745,113.94,8.33203125,0,1
0.6339284178197744,0.4976301824268745,113.94,8.33203125,0,1
0.5669641341681597,0.5260662043926203,113.94,8.33203125,0,1
0.6026784169704484,0.5023695290389583,113.94,8.33203125,0,1
0.5892855711116454,0.5876775949362525,113.94,8.33203125,0,1
0.5803569800269628,0.6066349236778024,113.94,8.33203125,0,1
0.6116069808763029,0.5687202373412674,113.94,8.33203125,0,1
0.5714284161211083,0.5829382483241403,113.94,8.33203125,0,1
0.5624998522152396,0.5687202373412674,113.94,8.33203125,0,1
0.5803569800269628,0.5734595839533654,113.94,8.33203125,0,1
0.5714284161211083,0.5213268866339433,113.94,8.33203125,0,1
0.6473212908573771,0.4976301824268745,113.94,8.33203125,0,1
0.6473212908573771,0.5639808907291695,113.94,8.33203125,0,1
0.6339284178197744,0.5781989017120424,113.94,8.33203125,0,1
0.5982141350174999,0.6066349236778024,113.94,8.33203125,0,1
0.6473212908573771,0.5687202373412674,113.94,8.33203125,0,1
0.6473212908573771,0.5402842153755074,113.94,8.33203125,0,1
